Food Product,Moisture,Protein,Fat,Total Carbohydrates,Sugars,Dietary Fiber,Crude Fiber,Ash,FRAP_synthetic
"Onions, red, raw",88.6,0.94,0.1,9.93,5.76,2.2,1.4472470588235296,0.43,3.295891111834891
"Onions, yellow, raw",90.1,0.83,0.05,8.61,5.82,1.9,1.3764705882352943,0.41,0.8996428551379285
"Garlic, raw",63.1,6.62,0.38,28.2,22.867313529411764,2.7,3.238794117647059,1.71,2.8962868966256448
"Flour, soy, full-fat",7.85,38.6,20.7,27.9,3.0047058823529413,15.407210588235293,8.830452411764707,4.92,3.425486658466086
"Onions, white, raw",91.3,0.89,0.13,7.68,5.76,1.2,1.076470588235294,0.5394352941176471,1.630810680936302
"Bananas, overripe, raw",78.3,0.73,0.22,20.1,15.8,1.7,1.9247368235294122,0.67,3.667419807194627
"Bananas, ripe and slightly ripe, raw",75.3,0.74,0.29,23.0,15.8,1.7,2.340815058823529,0.7,0.5939650559186982
"Apples, red delicious, with skin, raw",84.67,0.1875,0.2125,14.7817,12.2205,2.043,1.3261764705882353,0.1483,5.503804170744068
"Apples, fuji, with skin, raw",83.61,0.1484375,0.1625,15.6511625,13.331,2.075,1.523235294117647,0.4279,5.448399763025797
"Apples, gala, with skin, raw",84.65,0.1328125,0.15,14.7680875,11.8325,2.109,1.3261764705882353,0.2991,1.4725950641999943
"Apples, granny smith, with skin, raw",85.14,0.265625,0.1375,14.142975,10.6505,2.514,1.202835294117647,0.3139,1.5126795922569996
"Apples, honeycrisp, with skin, raw",85.03,0.1015625,0.1,14.6819375,12.369,1.721,1.361470588235294,0.0865,3.040615535029764
"Mushroom, lion's mane",88.57,2.5,0.2563,7.5897,4.785841176470589,4.376,1.6588235294117648,1.084,5.528396612110311
"Mushroom, oyster",89.24,2.89875,0.1875,6.94125,4.636194117647058,2.85,1.6823529411764706,0.7325,2.4219684827154713
"Mushrooms, shiitake",88.6,2.414375,0.195,8.170625,5.3741941176470585,4.166,1.7176470588235293,0.62,2.313397943695838
"Mushrooms, white button",91.83,2.890625,0.3708,4.079375,2.6263941176470587,1.717,1.3,0.8292,6.031661793423348
"Soy milk, unsweetened, plain, shelf stable",92.4,3.546875,2.125,1.293125,0.5569,3.2284705882352935,1.3352941176470585,0.635,3.3356906729997697
"Spinach, baby",92.52,2.851875,0.6188,2.406325,2.551335294117647,1.558,1.2352941176470587,1.603,9.531554358339548
"Spinach, mature",92.43,2.90625,0.6044,2.64135,2.297982352941176,1.588,1.2764705882352942,1.418,5.933319282823671
"Tomato, roma",94.73,0.695625,0.425,3.837475,2.843817647058824,0.9706,0.9588235294117647,0.3119,2.9236394916437884
"Apple juice, with added vitamin C, from concentrate, shelf stable",88.14,0.0859375,0.2863,11.3639625,10.295,2.140525490196078,1.2560705882352943,0.1238,4.35198579698942
"Orange juice, no pulp, not fortified, from concentrate, refrigerated",88.25,0.734375,0.325,10.340625,8.276,2.460978431372549,1.2443058823529414,0.35,0.3077697426461954
"Grape juice, purple, with added vitamin C, from concentrate, shelf stable",83.71,0.2578125,0.2875,15.6227875,14.036,2.2995647058823527,1.523235294117647,0.1219,2.0716773701473796
"Grape juice, white, with added vitamin C, from concentrate, shelf stable",83.66,0.09375,0.265,15.84375,14.446,2.244564705882353,1.5232352941176472,0.1375,1.9064848790051827
"Cranberry juice, not fortified, from concentrate, shelf stable",92.3,0.8687852941176472,0.3375,7.26375,3.413,2.0785529411764707,1.1235294117647059,0.09875,0.09921972172894888
"Grapefruit juice, red, not fortified, not from concentrate, refrigerated",89.84,0.5703125,0.2669,9.1021875,7.116,2.2990176470588235,1.423529411764706,0.2206,1.0725841969028578
"Tomato juice, with added ingredients, from concentrate, shelf stable",93.6,0.859375,0.2875,4.320625,2.567,1.6817529411764707,1.035294117647059,0.9325,1.227799150860268
"Orange juice, no pulp, not fortified, not from concentrate, refrigerated",88.48,0.8125,0.3563,10.0124,8.077,2.3807431372549015,1.391364705882353,0.3388,2.4938542259174286
"Mushroom, portabella",91.48,2.75,0.3117,4.6583,3.0191058823529415,1.879,1.3058823529411765,0.8,1.4356878834156857
"Mushroom, king oyster",88.13,2.40625,0.3075,8.50065,5.853488235294117,3.009,1.6235294117647057,0.6556,2.712434026839129
"Mushroom, enoki",88.29,2.416875,0.245,8.141425,5.596841176470588,2.945,1.7294117647058824,0.9067,3.3222475332563235
"Mushroom, crimini",91.82,3.09375,0.1967,4.01455,2.6263941176470587,1.781,1.3529411764705883,0.875,4.567249538073922
"Mushroom, maitake",90.37,2.203125,0.265,6.604375,4.162547058823529,3.071,1.523529411764706,0.5575,1.9877332482491934
"Mushroom, beech",89.85,2.18,0.4494,6.7593,4.3728411764705895,3.139,1.4941176470588236,0.7613,3.633985113190647
"Mushroom, pioppini",89.56,3.5,0.24,5.7637,4.418370588235295,2.753,1.6470588235294117,0.9363,2.440776010228147
"Soy milk, sweetened, plain, refrigerated",91.52,2.776875,1.957,2.996125,2.636335294117647,2.4861372549019602,1.4411764705882353,0.75,3.5177841256559788
"Carrots, mature, raw",87.72,0.94125,0.3506,10.26755,7.2065,3.095,1.2443058823529412,0.7206,4.521445261257401
"Carrots, baby, raw",89.3,0.805,0.1375,9.0787,6.057135294117647,2.694,1.635294117647059,0.6788,1.9204857155543107
"Peppers, bell, green, raw",94.12,0.715,0.1063,4.7781,3.622176470588235,0.9419,0.9470588235294118,0.2806,0.20877602489722968
"Peppers, bell, yellow, raw",92.08,0.819375,0.1211,6.601725,4.1656352941176475,1.071,1.0999999999999999,0.3778,1.3136054120133944
"Peppers, bell, red, raw",91.93,0.895625,0.1256,6.653175,4.1656352941176475,1.158,1.0999999999999999,0.3956,2.7292328758019617
"Peppers, bell, orange, raw",91.88,0.881875,0.1556,6.703125,4.1656352941176475,0.9674,1.0999999999999999,0.3794,0.8311280576437001
"Flour, almond",4.316,26.24375,1.8560290588235295,16.24925,6.999282352941176,9.266,6.752163176470587,2.961,9.593008363260438
"Flour, potato",8.281,8.1125,0.9513,79.9422,14.205523529411764,5.401,2.8200428235294117,2.713,0.6805459039921526
"Peanut butter, creamy",1.104,23.99124,3.9785859999999995,22.70376,7.161435294117646,6.323,7.469760588235294,2.771,5.91642301761831
"Sesame butter, creamy",0.6056,19.7054,4.02817405882353,14.179,6.764711764705883,8.372,6.996968823529412,3.11,6.169335445192903
"Almond butter, creamy",1.751,20.78734,2.3857255294117645,21.23666,6.803205882352941,9.718,7.110851176470588,3.185,5.223859309153391
"Flaxseed, ground",6.804,18.0359,3.677358235294118,34.3551,6.162752941176471,23.13,8.715335294117647,3.525,0.057750751570584846
"Lettuce, iceberg, raw",95.5,0.7425,0.07375,3.36875,2.670641176470588,1.6779490196078433,0.9588235294117647,0.315,0.6668457517733911
"Lettuce, romaine, green, raw",94.29,0.976875,0.07125,4.055575,2.6706411764705877,1.531105882352941,0.9411764705882352,0.6063,1.7759083282870205
"Lettuce, leaf, red, raw",95.05,0.883125,0.1063,3.260575,2.5520529411764707,1.6779490196078433,0.9588235294117645,0.7,0.13810652453508332
"Lettuce, leaf, green, raw",94.01,1.09375,0.1563,4.06615,2.670641176470588,1.531105882352941,0.9411764705882353,0.6738,0.6922443624968531
"Nuts, pine nuts, raw",1.925,15.7039,4.5088317647058815,18.5921,6.962111764705883,3.941,7.8228929411764705,2.509,1.6319827840682377
"Nuts, almonds, whole, raw",4.261,21.45038,2.485066705882353,20.03462,7.223341176470589,10.78,6.9010703529411765,3.164,9.237008801771502
"Nuts, walnuts, English, halves, raw",3.145,14.5644,4.403514117647058,10.9096,6.950347058823529,5.21,7.2278176470588225,1.641,5.414994222741298
"Nuts, pecans, halves, raw",2.623,9.9587,4.358677764705882,12.6993,9.844005882352942,5.793,5.097600470588236,1.439,3.0680937540872293
"Pineapple, raw",84.99,0.4609375,0.2113,14.0914625,11.42,0.9346,1.202835294117647,0.2463,2.577074452503359
"Cherries, sweet, dark red, raw",82.18,1.039375,0.1925,16.163125,13.872,2.852435294117647,1.558529411764706,0.425,5.298896645197722
"Beans, snap, green, raw",89.66,1.96875,0.275,7.41245,2.3338,3.011,1.5058823529411764,0.6838,1.5344646880333124
"Potatoes, russet, without skin, raw",78.61,2.27375,0.36,17.77125,0.5263,4.299223529411765,2.089442705882353,0.985,0.7564043229157871
"Potatoes, red, without skin, raw",80.47,2.0625,0.2475,16.27,0.6639,4.148588235294118,1.9235294117647062,0.95,0.18001172896522832
"Potatoes, gold, without skin, raw",81.07,1.8125,0.2638,15.9624,0.6451,4.068017647058823,1.7232352941176472,0.8913,4.221667033298589
"Sweet potatoes, orange flesh, without skin, raw",79.54,1.578125,0.375,17.327875,6.0588,4.523223529411765,2.212972117647059,1.179,3.676866793997139
"Celery, raw",95.2,0.4921875,0.1625,3.3165125,2.670641176470588,1.6779490196078433,0.9588235294117645,0.8288,0.6531273780329423
"Cucumber, with peel, raw",95.87,0.625,0.1775,2.9525,2.5520529411764707,1.6874392156862745,0.9588235294117647,0.375,2.8011540377977764
"Cabbage, green, raw",91.87,0.96125,0.2275,6.38375,3.977811764705883,1.8497294117647058,1.0999999999999999,0.5575,2.5818491619340778
"Cabbage, red, raw",91.14,1.2425,0.2138,6.7899,4.733635294117647,1.8800235294117649,1.2294117647058824,0.6138,2.499921580948702
"Strawberries, raw",90.83,0.640625,0.22,7.964375,4.862,2.025670588235294,1.2705882352941176,0.345,2.8160848133494185
"Raspberries, raw",85.55,1.008125,0.1875,12.904375,2.6759,3.235390196078431,1.4116588235294119,0.35,0.4937025729889272
"Blueberries, raw",84.19,0.703125,0.3063,14.571775,9.356,3.184329411764706,1.3261764705882353,0.2288,0.7130209581505207
"Grapes, red, seedless, raw",78.19,0.914375,0.1638,20.196825,17.341,3.3490823529411764,2.0425603529411767,0.535,0.4300704279247214
"Grapes, green, seedless, raw",79.88,0.89875,0.2325,18.60375,16.133,3.055317647058824,2.018854470588235,0.385,0.06428044462912508
"Applesauce, unsweetened, with added vitamin C",87.1,0.2734375,0.1625,12.2615625,9.663,2.2854666666666668,1.1501882352941177,0.2025,0.38611531797905785
"Flour, cassava",10.56,0.918225,0.4938,87.312975,25.02435294117647,4.834,2.7034310588235297,0.715,2.2524280674486055
"Nuts, brazilnuts, raw",2.265,15.03684,3.3138484705882356,21.64216,6.5096823529411765,5.984,7.798405882352943,3.626,5.699548113466697
"Nuts, cashew nuts, raw",4.811,17.4423,3.5284117647058824,36.2887,7.578047058823529,4.104,9.222982352941177,2.598,0.23767183695948924
"Nuts, hazelnuts or filberts, raw",4.309,13.4938,3.1525367058823526,26.5012,7.867052941176471,8.41,5.943111764705883,2.206,3.4888470084049055
"Peanuts, raw",4.816,23.205,1.8556718823529414,26.498,7.598305882352941,8.014,7.028329176470587,2.201,5.541591338819011
"Flour, chestnut",7.326,5.28675,4.636,80.45025,14.205523529411764,8.711,2.7034310588235293,2.301,1.3090494941604582
"Nuts, macadamia nuts, raw",1.829,7.7857,2.482207176470588,24.0943,9.726358823529411,7.563,3.7200016470588237,1.361,3.5764526647439343
"Nuts, pistachio nuts, raw",3.95,20.5057,2.506665058823529,27.6943,8.591988235294117,6.969,7.745204117647059,2.83,3.3402109448817763
"Seeds, pumpkin seeds (pepitas), raw",6.621,29.9079,1.5918621176470589,18.6751,7.88834117647059,5.079,6.085275,4.766,3.5702293240302323
"Seeds, sunflower seed, kernel, raw",4.873,18.8733,3.2780764705882355,24.5007,7.3783,7.215,7.9010694117647065,3.313,6.432382931360182
"Flour, coconut",4.69,16.1385,15.28,58.9025,4.736211764705883,34.24,6.815882352941176,4.989,0.00881626999336671
"Beans, cannellini, dry",12.3,21.5625,2.199,59.7955,7.361472999999999,21.05273485531336,4.636888529411765,4.143,3.9864082560495455
"Chickpeas, (garbanzo beans, bengal gram), dry",8.774,21.275,6.274,60.358,3.2729411764705887,19.47647058823529,5.080631882352941,3.319,0.002162555833795876
"Lentils, dry",9.451,23.56875,1.925,62.17125,6.89999411764706,18.3639803002865,4.3208964705882345,2.884,1.6030300442444005
"Blackeye pea, dry",11.01,21.225,2.419,61.836,6.964220235294118,20.968421129823167,4.1515487058823535,3.51,2.0479860484641055
"Beans, black, canned, sodium added, drained and rinsed",70.79,6.9125,1.273,19.8135,17.90700588235294,4.616988235294118,3.354382941176471,1.211,1.0678713197684264
"Beans, navy, canned, sodium added, drained and rinsed",70.96,6.56875,1.398,19.98325,17.90700588235294,4.6169882352941185,3.4704994117647057,1.09,0.5479259176675517
"Beans, cannellini, canned, sodium added, drained and rinsed",71.53,7.4125,1.169,18.8185,17.098947058823526,4.616988235294118,3.6318441176470593,1.07,1.8418952576727383
"Chickpeas (garbanzo beans, bengal gram), canned, sodium added, drained and rinsed",68.59,7.01875,3.096,20.32025,20.78974294117647,4.244929411764706,3.0532000000000004,0.975,2.5118674593143377
"Beans, kidney, dark red, canned, sodium added, sugar added, drained and rinsed",68.82,7.8,1.256,21.03,21.778842941176467,4.244929411764706,3.0061411764705888,1.094,3.2163575444799166
"Beans, kidney, light red, canned, sodium added, sugar added, drained and rinsed",68.93,7.30625,1.299,21.44675,21.778842941176467,4.244929411764706,2.823788235294118,1.018,3.347653343286005
"Peas, green, sweet, canned, sodium added, sugar added, drained and rinsed",80.53,4.734375,1.153,12.707625,7.8935588235294105,4.086164705882353,2.582188235294118,0.875,4.292111159651111
"Beans, pinto, canned, sodium added, drained and rinsed",71.33,6.69375,1.266,19.60025,17.432299999999998,4.616988235294118,3.499911176470588,1.11,3.135657332841752
"Blackeye pea, canned, sodium added, drained and rinsed",71.62,6.925,1.296,19.1659,17.098947058823526,4.616988235294118,3.482624117647059,0.9931,1.5119850203878888
"Beans, great northern, canned, sodium added, drained and rinsed",71.16,7.03125,1.266,19.32875,17.907005882352937,4.6169882352941185,3.482624117647059,1.214,3.241714539330353
"Squash, summer, green, zucchini, includes skin, raw",95.01,0.984375,0.205,3.27,3.0213470588235296,0.7525,0.9588235294117647,0.54,1.5926789267908608
"Squash, summer, yellow, includes skin, raw",94.05,0.890625,0.135,4.39,3.241464705882353,0.9563,0.9470588235294118,0.5275,4.196436822000919
"Squash, winter, butternut, raw",87.32,1.14875,0.1675,10.50745,7.021552941176471,1.959,1.2443058823529414,0.8563,1.9688553221242002
"Squash, winter, acorn, raw",87.22,1.25,0.1825,10.48,6.802964705882353,2.635,1.2325411764705883,0.8675,2.1041564948923748
"Cabbage, bok choy, raw",94.54,1.02375,0.2338,3.51495,2.604876470588235,1.259,0.9588235294117647,0.6875,2.408266746237403
"Cauliflower, raw",92.72,1.640625,0.2375,4.723075,2.8796352941176466,1.948,1.0352941176470587,0.6788,2.013461984789364
"Collards, raw",87.51,2.96875,0.77,7.02225,4.76854705882353,3.816,1.8235294117647058,1.729,3.7562308404009626
"Brussels sprouts, raw",84.62,3.984375,0.565,9.615625,6.629611764705882,4.785,1.8970588235294117,1.215,6.448654164650598
"Beets, raw",88.16,1.6875,0.3025,8.787,5.1015,3.119,1.723529411764706,1.063,1.440468359445921
"Eggplant, raw",93.11,0.851875,0.12,5.399325,2.354,2.448,0.9823529411764705,0.5188,3.3475047365483754
"Tomatoes, whole, canned, solids and liquids, with salt added",93.93,0.8675,0.2063,4.2874,2.613,0.8725,0.9470588235294118,0.7088,2.8866015764091526
"Tomato, sauce, canned, with salt added",90.21,1.351875,0.3825,6.331625,3.517,1.636,1.535294117647059,1.724,0.16231959944406293
"Tomato, paste, canned, without salt added",71.93,4.234375,0.7325,20.188125,11.693,4.704,3.3836052941176473,2.915,1.3678991563588214
"Tomatoes, crushed, canned",89.94,1.4375,0.3975,7.137,3.744,1.944,1.4588235294117649,1.088,5.26383682946389
"Tomato, puree, canned",89.11,1.578125,0.265,8.036875,4.313,1.971,1.5529411764705883,1.01,1.2202070494229105
"Apricot, with skin, raw",87.88,0.96125,0.405,10.23875,6.25,1.51,1.4060705882352942,0.515,1.5111170910978373
"Melons, honeydew, raw",90.59,0.53125,0.2163,8.14995,7.029,2.2022000000000004,1.2705882352941178,0.5125,2.6854186595048763
"Plantains, ripe, raw",66.06,1.15625,0.8933,30.95215,14.243,2.125,2.6139382352941176,0.9383,0.520633743402821
"Plantains, underripe, raw",63.59,1.229375,0.685,33.587325,2.412,2.53,3.2149852941176476,0.9083,2.183514359942049
"Arugula, baby, raw",90.94,1.64875,0.325,5.36825,3.7825176470588238,2.28,1.2352941176470589,1.718,1.3569675811835724
"Asparagus, green, raw",92.57,1.4375,0.2163,5.1012,3.4678705882352943,1.883,1.035294117647059,0.675,6.447199376583766
"Avocado, Hass, peeled, raw",67.0,1.8125,20.31,8.3235,18.008823529411764,7.302745098039217,4.8515411764705885,2.554,2.3275568592371654
"Corn, sweet, yellow and white kernels,  fresh, raw",80.25,2.789375,1.626,14.689625,7.372,2.428,2.1116,0.645,2.6087387766392247
"Kiwifruit (kiwi), green, peeled, raw",83.83,1.008125,0.64,13.818075,8.5568,2.129,1.5555882352941177,0.7038,0.8186504610359506
"Mandarin, seedless, peeled, raw",84.65,1.039375,0.4575,13.421825,9.116,1.328,1.2910705882352942,0.4313,1.7926825021151476
"Mango, Tommy Atkins, peeled, raw",83.2,0.5625,0.5725,15.265,10.698,1.753,1.3261764705882353,0.4,0.2374768157191931
"Mango, Ataulfo, peeled, raw",80.79,0.6875,0.6813,17.3962,11.1,1.289,1.898767411764706,0.445,1.3242029572906837
"Pear, Anjou, green, with skin, raw",84.27,0.3125,0.3713,14.7674,7.79871,2.636,1.3261764705882353,0.2788,1.7585144630166147
"Plum, black, with skin, raw",84.94,0.578125,0.2825,13.455575,7.964,1.346,1.2498941176470586,0.7438,2.134723195050519
"Plantains, overripe, raw",67.71,1.166875,0.99,29.191425,19.16633,1.792,2.4668794117647055,0.9417,4.151057192243036
